79.898,5.7658e-14,0
79.898,30,0
79.898,29.544,5.2094
79.898,28.191,10.261
79.898,25.981,15
79.898,22.981,19.284
79.898,19.284,22.981
79.898,15,25.981
79.898,10.261,28.191
79.898,5.2094,29.544
79.898,5.9495e-14,30
79.898,-5.2094,29.544
79.898,-10.261,28.191
79.898,-15,25.981
79.898,-19.284,22.981
79.898,-22.981,19.284
79.898,-25.981,15
79.898,-28.191,10.261
79.898,-29.544,5.2094
79.898,-30,3.6739e-15
79.898,-29.544,-5.2094
79.898,-28.191,-10.261
79.898,-25.981,-15
79.898,-22.981,-19.284
79.898,-19.284,-22.981
79.898,-15,-25.981
79.898,-10.261,-28.191
79.898,-5.2094,-29.544
79.898,5.2147e-14,-30
79.898,5.2094,-29.544
79.898,10.261,-28.191
79.898,15,-25.981
79.898,19.284,-22.981
79.898,22.981,-19.284
79.898,25.981,-15
79.898,28.191,-10.261
79.898,29.544,-5.2094
